Region,Hour,SOC_data_MWh,SOC_rebuilt_MWh,diff_MWh
RegionA,72,274.9495,274.9493688260869,-0.00013117391307559956
RegionA,73,342.8395,342.8393688260869,-0.00013117391307559956
RegionA,74,350.0,349.9998108260869,-0.0001891739130996939
RegionA,75,350.0,349.9998108260869,-0.0001891739130996939
RegionA,76,350.0,349.9998108260869,-0.0001891739130996939
RegionA,77,350.0,349.9998108260869,-0.0001891739130996939
RegionA,78,350.0,349.9998108260869,-0.0001891739130996939
RegionA,79,350.0,349.9998108260869,-0.0001891739130996939
RegionA,80,350.0,349.9998108260869,-0.0001891739130996939
RegionA,81,350.0,349.9998108260869,-0.0001891739130996939
RegionA,82,350.0,349.9998108260869,-0.0001891739130996939
RegionA,83,350.0,349.9998108260869,-0.0001891739130996939
RegionA,84,350.0,349.9998108260869,-0.0001891739130996939
RegionA,85,350.0,349.9998108260869,-0.0001891739130996939
RegionA,86,350.0,349.9998108260869,-0.0001891739130996939
RegionA,87,350.0,349.9998108260869,-0.0001891739130996939
RegionA,88,350.0,349.9998108260869,-0.0001891739130996939
RegionA,89,301.087,301.086767347826,-0.00023265217396328808
RegionA,90,252.1739,252.17372386956515,-0.00017613043485198432
RegionA,91,203.2609,203.26068039130428,-0.0002196086957155785
RegionA,92,154.3478,154.3476369130434,-0.00016308695660427475
RegionA,93,105.4348,105.43459343478253,-0.00020656521746786893
RegionA,94,155.9746,155.97442043478253,-0.00017956521747919396
RegionA,95,206.8518,206.85155843478253,-0.00024156521746476756
RegionA,96,274.7418,274.7415584347825,-0.00024156521749318927
RegionA,97,342.6318,342.6315584347825,-0.00024156521749318927
RegionA,98,350.0,349.9997624347825,-0.0002375652175032883
RegionA,99,350.0,349.9997624347825,-0.0002375652175032883
RegionA,100,350.0,349.9997624347825,-0.0002375652175032883
RegionA,101,350.0,349.9997624347825,-0.0002375652175032883
RegionA,102,350.0,349.9997624347825,-0.0002375652175032883
RegionA,103,350.0,349.9997624347825,-0.0002375652175032883
RegionA,104,350.0,349.9997624347825,-0.0002375652175032883
RegionA,105,350.0,349.9997624347825,-0.0002375652175032883
RegionA,106,350.0,349.9997624347825,-0.0002375652175032883
RegionA,107,350.0,349.9997624347825,-0.0002375652175032883
RegionA,108,350.0,349.9997624347825,-0.0002375652175032883
RegionA,109,350.0,349.9997624347825,-0.0002375652175032883
RegionA,110,350.0,349.9997624347825,-0.0002375652175032883
RegionA,111,350.0,349.9997624347825,-0.0002375652175032883
RegionA,112,350.0,349.9997624347825,-0.0002375652175032883
RegionA,113,301.087,301.0867189565216,-0.0002810434783668825
RegionA,114,252.1739,252.17367547826075,-0.00022452173925557872
RegionA,115,203.2609,203.26063199999987,-0.0002680000001191729
RegionA,116,154.3478,154.347588521739,-0.00021147826100786915
RegionA,117,105.4348,105.43454504347812,-0.00025495652187146334
RegionA,118,155.6425,155.64226904347814,-0.0002309565218752141
RegionA,119,206.2906,206.29034804347813,-0.0002519565218790376
RegionA,120,274.1806,274.18034804347815,-0.0002519565218790376
RegionA,121,342.0706,342.07034804347813,-0.0002519565218790376
RegionA,122,350.0,349.99971404347815,-0.0002859565218500393
RegionA,123,350.0,349.99971404347815,-0.0002859565218500393
RegionA,124,350.0,349.99971404347815,-0.0002859565218500393
RegionA,125,350.0,349.99971404347815,-0.0002859565218500393
RegionA,126,350.0,349.99971404347815,-0.0002859565218500393
RegionA,127,350.0,349.99971404347815,-0.0002859565218500393
RegionA,128,350.0,349.99971404347815,-0.0002859565218500393
RegionA,129,350.0,349.99971404347815,-0.0002859565218500393
RegionA,130,350.0,349.99971404347815,-0.0002859565218500393
RegionA,131,350.0,349.99971404347815,-0.0002859565218500393
RegionA,132,350.0,349.99971404347815,-0.0002859565218500393
RegionA,133,350.0,349.99971404347815,-0.0002859565218500393
RegionA,134,350.0,349.99971404347815,-0.0002859565218500393
RegionA,135,350.0,349.99971404347815,-0.0002859565218500393
RegionA,136,350.0,349.99971404347815,-0.0002859565218500393
RegionA,137,301.087,301.0866705652173,-0.00032943478271363347
RegionA,138,252.1739,252.1736270869564,-0.0002729130436023297
RegionA,139,203.2609,203.26058360869553,-0.0003163913044659239
RegionA,140,154.3478,154.34754013043465,-0.00025986956535462014
RegionA,141,105.4348,105.43449665217378,-0.0003033478262182143
RegionA,142,155.7966,155.7962286521738,-0.0003713478262170611
RegionA,143,206.8089,206.8085886521738,-0.00031134782619801626
RegionA,144,274.6989,274.6985886521738,-0.00031134782619801626
RegionA,145,342.5889,342.58858865217377,-0.0003113478262548597
RegionA,146,350.0,349.99966565217375,-0.0003343478262536337
RegionA,147,350.0,349.99966565217375,-0.0003343478262536337
RegionA,148,350.0,349.99966565217375,-0.0003343478262536337
RegionA,149,350.0,349.99966565217375,-0.0003343478262536337
RegionA,150,350.0,349.99966565217375,-0.0003343478262536337
RegionA,151,350.0,349.99966565217375,-0.0003343478262536337
RegionA,152,350.0,349.99966565217375,-0.0003343478262536337
RegionA,153,350.0,349.99966565217375,-0.0003343478262536337
RegionA,154,350.0,349.99966565217375,-0.0003343478262536337
RegionA,155,350.0,349.99966565217375,-0.0003343478262536337
RegionA,156,350.0,349.99966565217375,-0.0003343478262536337
RegionA,157,350.0,349.99966565217375,-0.0003343478262536337
RegionA,158,350.0,349.99966565217375,-0.0003343478262536337
RegionA,159,350.0,349.99966565217375,-0.0003343478262536337
RegionA,160,350.0,349.99966565217375,-0.0003343478262536337
RegionA,161,301.087,301.0866221739129,-0.00037782608711722787
RegionA,162,252.1739,252.173578695652,-0.0003213043480059241
RegionA,163,203.2609,203.26053521739112,-0.0003647826088695183
RegionA,164,154.3478,154.34749173913025,-0.00030826086975821454
RegionA,165,105.4348,105.43444826086937,-0.0003517391306218087
RegionA,166,155.7734,155.7731162608694,-0.00028373913062296197
RegionA,167,206.716,206.7157262608694,-0.00027373913061978783
RegionA,168,274.606,274.6057262608694,-0.0002737391305913661
RegionA,169,342.496,342.4957262608694,-0.0002737391305913661
RegionA,170,350.0,349.9997102608694,-0.0002897391306078134
RegionA,171,350.0,349.9997102608694,-0.0002897391306078134
RegionA,172,350.0,349.9997102608694,-0.0002897391306078134
RegionA,173,350.0,349.9997102608694,-0.0002897391306078134
RegionA,174,350.0,349.9997102608694,-0.0002897391306078134
RegionA,175,350.0,349.9997102608694,-0.0002897391306078134
RegionA,176,350.0,349.9997102608694,-0.0002897391306078134
RegionA,177,350.0,349.9997102608694,-0.0002897391306078134
RegionA,178,350.0,349.9997102608694,-0.0002897391306078134
RegionA,179,350.0,349.9997102608694,-0.0002897391306078134
RegionA,180,350.0,349.9997102608694,-0.0002897391306078134
RegionA,181,350.0,349.9997102608694,-0.0002897391306078134
RegionA,182,350.0,349.9997102608694,-0.0002897391306078134
RegionA,183,350.0,349.9997102608694,-0.0002897391306078134
RegionA,184,350.0,349.9997102608694,-0.0002897391306078134
RegionA,185,301.087,301.0866667826085,-0.0003332173914714076
RegionA,186,252.1739,252.17362330434764,-0.00027669565236010385
RegionA,187,203.2609,203.26057982608677,-0.00032017391322369804
RegionA,188,154.3478,154.3475363478259,-0.0002636521741123943
RegionA,189,105.4348,105.43449286956502,-0.00030713043497598846
RegionA,190,156.1845,156.18422086956502,-0.00027913043498983825
RegionA,191,207.3345,207.33422086956503,-0.00027913043496141654
RegionA,192,275.2245,275.22422086956504,-0.00027913043493299483
RegionA,193,343.1145,343.11422086956503,-0.00027913043498983825
RegionA,194,350.0,349.99966186956505,-0.0003381304349545644
RegionA,195,350.0,349.99966186956505,-0.0003381304349545644
RegionA,196,350.0,349.99966186956505,-0.0003381304349545644
RegionA,197,350.0,349.99966186956505,-0.0003381304349545644
RegionA,198,350.0,349.99966186956505,-0.0003381304349545644
RegionA,199,350.0,349.99966186956505,-0.0003381304349545644
RegionA,200,350.0,349.99966186956505,-0.0003381304349545644
RegionA,201,350.0,349.99966186956505,-0.0003381304349545644
RegionA,202,350.0,349.99966186956505,-0.0003381304349545644
RegionA,203,350.0,349.99966186956505,-0.0003381304349545644
RegionA,204,350.0,349.99966186956505,-0.0003381304349545644
RegionA,205,350.0,349.99966186956505,-0.0003381304349545644
RegionA,206,350.0,349.99966186956505,-0.0003381304349545644
RegionA,207,350.0,349.99966186956505,-0.0003381304349545644
RegionA,208,350.0,349.99966186956505,-0.0003381304349545644
RegionA,209,301.087,301.08661839130417,-0.0003816086958181586
RegionA,210,252.1739,252.1735749130433,-0.00032508695670685483
RegionA,211,203.2609,203.26053143478242,-0.000368565217570449
RegionA,212,154.3478,154.34748795652155,-0.00031204347845914526
RegionA,213,105.4348,105.43444447826067,-0.00035552173932273945
RegionA,214,156.3574,156.35705947826068,-0.0003405217393321891
RegionA,215,207.3638,207.36346747826067,-0.00033252173932396545
RegionA,216,275.2538,275.2534674782607,-0.00033252173932396545
RegionA,217,343.1438,343.1434674782607,-0.00033252173932396545
RegionA,218,350.0,349.9997064782607,-0.00029352173930874415
RegionA,219,350.0,349.9997064782607,-0.00029352173930874415
RegionA,220,350.0,349.9997064782607,-0.00029352173930874415
RegionA,221,350.0,349.9997064782607,-0.00029352173930874415
RegionA,222,350.0,349.9997064782607,-0.00029352173930874415
RegionA,223,350.0,349.9997064782607,-0.00029352173930874415
RegionA,224,350.0,349.9997064782607,-0.00029352173930874415
RegionA,225,350.0,349.9997064782607,-0.00029352173930874415
RegionA,226,350.0,349.9997064782607,-0.00029352173930874415
RegionA,227,350.0,349.9997064782607,-0.00029352173930874415
RegionA,228,350.0,349.9997064782607,-0.00029352173930874415
RegionA,229,350.0,349.9997064782607,-0.00029352173930874415
RegionA,230,350.0,349.9997064782607,-0.00029352173930874415
RegionA,231,350.0,349.9997064782607,-0.00029352173930874415
RegionA,232,350.0,349.9997064782607,-0.00029352173930874415
RegionA,233,301.087,301.0866629999998,-0.00033700000017233833
RegionA,234,252.1739,252.17361952173894,-0.00028047826106103457
RegionA,235,203.2609,203.26057604347807,-0.00032395652192462876
RegionA,236,154.3478,154.3475325652172,-0.000267434782813325
RegionA,237,105.4348,105.43448908695632,-0.0003109130436769192
RegionA,238,156.5848,156.58448908695632,-0.0003109130436769192
RegionA,239,207.4992,207.49892008695633,-0.00027991304366992154
RegionA,240,275.3892,275.3889200869563,-0.00027991304369834324
RegionA,241,343.2792,343.2789200869563,-0.00027991304369834324
RegionA,242,350.0,349.9997510869563,-0.0002489130437197673
RegionA,243,350.0,349.9997510869563,-0.0002489130437197673
RegionA,244,350.0,349.9997510869563,-0.0002489130437197673
RegionA,245,350.0,349.9997510869563,-0.0002489130437197673
RegionA,246,350.0,349.9997510869563,-0.0002489130437197673
RegionA,247,350.0,349.9997510869563,-0.0002489130437197673
RegionA,248,350.0,349.9997510869563,-0.0002489130437197673
RegionA,249,350.0,349.9997510869563,-0.0002489130437197673
RegionA,250,350.0,349.9997510869563,-0.0002489130437197673
RegionA,251,350.0,349.9997510869563,-0.0002489130437197673
RegionA,252,350.0,349.9997510869563,-0.0002489130437197673
RegionA,253,350.0,349.9997510869563,-0.0002489130437197673
RegionA,254,350.0,349.9997510869563,-0.0002489130437197673
RegionA,255,350.0,349.9997510869563,-0.0002489130437197673
RegionA,256,350.0,349.9997510869563,-0.0002489130437197673
RegionA,257,301.087,301.0867076086954,-0.0002923913045833615
RegionA,258,252.1739,252.17366413043453,-0.00023586956547205773
RegionA,259,203.2609,203.26062065217366,-0.0002793478263356519
RegionA,260,154.3478,154.34757717391278,-0.00022282608722434816
RegionA,261,105.4348,105.43453369565191,-0.00026630434808794234
RegionA,262,156.2276,156.2273206956519,-0.0002793043480835422
RegionA,263,207.0827,207.0824176956519,-0.00028230434807596794
RegionA,264,274.9727,274.9724176956519,-0.00028230434804754623
RegionA,265,342.8627,342.8624176956519,-0.00028230434810438965
RegionA,266,350.0,349.9997956956519,-0.00020430434807394704
RegionA,267,350.0,349.9997956956519,-0.00020430434807394704
RegionA,268,350.0,349.9997956956519,-0.00020430434807394704
RegionA,269,350.0,349.9997956956519,-0.00020430434807394704
RegionA,270,350.0,349.9997956956519,-0.00020430434807394704
RegionA,271,350.0,349.9997956956519,-0.00020430434807394704
RegionA,272,350.0,349.9997956956519,-0.00020430434807394704
RegionA,273,350.0,349.9997956956519,-0.00020430434807394704
RegionA,274,350.0,349.9997956956519,-0.00020430434807394704
RegionA,275,350.0,349.9997956956519,-0.00020430434807394704
RegionA,276,350.0,349.9997956956519,-0.00020430434807394704
RegionA,277,350.0,349.9997956956519,-0.00020430434807394704
RegionA,278,350.0,349.9997956956519,-0.00020430434807394704
RegionA,279,350.0,349.9997956956519,-0.00020430434807394704
RegionA,280,350.0,349.9997956956519,-0.00020430434807394704
RegionA,281,301.087,301.08675221739105,-0.0002477826089375412
RegionA,282,252.1739,252.17370873913018,-0.00019126086982623747
RegionA,283,203.2609,203.2606652608693,-0.00023473913068983165
RegionA,284,154.3478,154.34762178260843,-0.0001782173915785279
RegionA,285,105.4348,105.43457830434755,-0.00022169565244212208
RegionA,286,155.8906,155.89033330434756,-0.00026669565244219484
RegionA,287,207.0406,207.04033330434757,-0.00026669565244219484
RegionA,288,274.9306,274.9303333043476,-0.00026669565244219484
RegionA,289,342.8206,342.82033330434757,-0.00026669565244219484
RegionA,290,350.0,349.9997473043476,-0.000252695652420698
RegionA,291,350.0,349.9997473043476,-0.000252695652420698
RegionA,292,350.0,349.9997473043476,-0.000252695652420698
RegionA,293,350.0,349.9997473043476,-0.000252695652420698
RegionA,294,350.0,349.9997473043476,-0.000252695652420698
RegionA,295,350.0,349.9997473043476,-0.000252695652420698
RegionA,296,350.0,349.9997473043476,-0.000252695652420698
RegionA,297,350.0,349.9997473043476,-0.000252695652420698
RegionA,298,350.0,349.9997473043476,-0.000252695652420698
RegionA,299,350.0,349.9997473043476,-0.000252695652420698
RegionA,300,350.0,349.9997473043476,-0.000252695652420698
RegionA,301,350.0,349.9997473043476,-0.000252695652420698
RegionA,302,350.0,349.9997473043476,-0.000252695652420698
RegionA,303,350.0,349.9997473043476,-0.000252695652420698
RegionA,304,350.0,349.9997473043476,-0.000252695652420698
RegionA,305,301.087,301.0867038260867,-0.0002961739132842922
RegionA,306,252.1739,252.17366034782583,-0.00023965217417298845
RegionA,307,203.2609,203.26061686956496,-0.00028313043503658264
RegionA,308,154.3478,154.34757339130408,-0.00022660869592527888
RegionA,309,105.4348,105.4345299130432,-0.00027008695678887307
RegionA,310,156.3604,156.3602139130432,-0.00018608695680200071
RegionA,311,207.2409,207.2406069130432,-0.0002930869568160688
RegionA,312,275.1309,275.1306069130432,-0.00029308695678764707
RegionA,313,343.0209,343.0206069130432,-0.00029308695678764707
RegionA,314,350.0,349.99979191304317,-0.00020808695683172118
RegionA,315,350.0,349.99979191304317,-0.00020808695683172118
RegionA,316,350.0,349.99979191304317,-0.00020808695683172118
RegionA,317,350.0,349.99979191304317,-0.00020808695683172118
RegionA,318,350.0,349.99979191304317,-0.00020808695683172118
RegionA,319,350.0,349.99979191304317,-0.00020808695683172118
RegionA,320,350.0,349.99979191304317,-0.00020808695683172118
RegionA,321,350.0,349.99979191304317,-0.00020808695683172118
RegionA,322,350.0,349.99979191304317,-0.00020808695683172118
RegionA,323,350.0,349.99979191304317,-0.00020808695683172118
RegionA,324,350.0,349.99979191304317,-0.00020808695683172118
RegionA,325,350.0,349.99979191304317,-0.00020808695683172118
RegionA,326,350.0,349.99979191304317,-0.00020808695683172118
RegionA,327,350.0,349.99979191304317,-0.00020808695683172118
RegionA,328,350.0,349.99979191304317,-0.00020808695683172118
RegionA,329,301.087,301.0867484347823,-0.00025156521769531537
RegionA,330,252.1739,252.17370495652142,-0.0001950434785840116
RegionA,331,203.2609,203.26066147826054,-0.0002385217394476058
RegionA,332,154.3478,154.34761799999967,-0.00018200000033630204
RegionA,333,105.4348,105.4345745217388,-0.00022547826119989622
RegionA,334,155.7788,155.7786365217388,-0.00016347826118590092
RegionA,335,206.9288,206.9286365217388,-0.00016347826118590092
RegionA,336,274.8188,274.8186365217388,-0.00016347826118590092
RegionA,337,342.7088,342.7086365217388,-0.00016347826118590092
RegionA,338,350.0,349.9998365217388,-0.00016347826118590092
RegionA,339,350.0,349.9998365217388,-0.00016347826118590092
RegionA,340,350.0,349.9998365217388,-0.00016347826118590092
RegionA,341,350.0,349.9998365217388,-0.00016347826118590092
RegionA,342,350.0,349.9998365217388,-0.00016347826118590092
RegionA,343,350.0,349.9998365217388,-0.00016347826118590092
RegionA,344,350.0,349.9998365217388,-0.00016347826118590092
RegionA,345,350.0,349.9998365217388,-0.00016347826118590092
RegionA,346,350.0,349.9998365217388,-0.00016347826118590092
RegionA,347,350.0,349.9998365217388,-0.00016347826118590092
RegionA,348,350.0,349.9998365217388,-0.00016347826118590092
RegionA,349,350.0,349.9998365217388,-0.00016347826118590092
RegionA,350,350.0,349.9998365217388,-0.00016347826118590092
RegionA,351,350.0,349.9998365217388,-0.00016347826118590092
RegionA,352,350.0,349.9998365217388,-0.00016347826118590092
RegionA,353,301.087,301.08679304347794,-0.0002069565220494951
RegionA,354,252.1739,252.17374956521707,-0.00015043478293819135
RegionA,355,203.2609,203.2607060869562,-0.00019391304380178553
RegionA,356,154.3478,154.34766260869532,-0.00013739130469048177
RegionA,357,105.4348,105.43461913043444,-0.00018086956555407596
RegionA,358,155.8781,155.87791213043445,-0.00018786956553640266
RegionA,359,206.9552,206.95500013043446,-0.00019986956553452728
RegionA,360,274.8452,274.84500013043447,-0.00019986956550610557
RegionA,361,342.7352,342.73500013043446,-0.000199869565562949
RegionA,362,350.0,349.99978813043447,-0.0002118695655326519
RegionA,363,350.0,349.99978813043447,-0.0002118695655326519
RegionA,364,350.0,349.99978813043447,-0.0002118695655326519
RegionA,365,350.0,349.99978813043447,-0.0002118695655326519
RegionA,366,350.0,349.99978813043447,-0.0002118695655326519
RegionA,367,350.0,349.99978813043447,-0.0002118695655326519
RegionA,368,350.0,349.99978813043447,-0.0002118695655326519
RegionA,369,350.0,349.99978813043447,-0.0002118695655326519
RegionA,370,350.0,349.99978813043447,-0.0002118695655326519
RegionA,371,350.0,349.99978813043447,-0.0002118695655326519
RegionA,372,350.0,349.99978813043447,-0.0002118695655326519
RegionA,373,350.0,349.99978813043447,-0.0002118695655326519
RegionA,374,350.0,349.99978813043447,-0.0002118695655326519
RegionA,375,350.0,349.99978813043447,-0.0002118695655326519
RegionA,376,350.0,349.99978813043447,-0.0002118695655326519
RegionA,377,301.087,301.0867446521736,-0.0002553478263962461
RegionA,378,252.1739,252.17370117391272,-0.00019882608728494233
RegionA,379,203.2609,203.26065769565184,-0.00024230434814853652
RegionA,380,154.3478,154.34761421739097,-0.00018578260903723276
RegionA,381,105.4348,105.4345707391301,-0.00022926086990082695
RegionA,382,156.0777,156.0774417391301,-0.0002582608698844524
RegionA,383,207.2277,207.22744173913011,-0.0002582608698844524
RegionA,384,275.1177,275.11744173913013,-0.0002582608698844524
RegionA,385,343.0077,343.0074417391301,-0.0002582608698844524
RegionA,386,350.0,349.9997397391301,-0.0002602608698794029
RegionA,387,350.0,349.9997397391301,-0.0002602608698794029
RegionA,388,350.0,349.9997397391301,-0.0002602608698794029
RegionA,389,350.0,349.9997397391301,-0.0002602608698794029
RegionA,390,350.0,349.9997397391301,-0.0002602608698794029
RegionA,391,350.0,349.9997397391301,-0.0002602608698794029
RegionA,392,350.0,349.9997397391301,-0.0002602608698794029
RegionA,393,350.0,349.9997397391301,-0.0002602608698794029
RegionA,394,350.0,349.9997397391301,-0.0002602608698794029
RegionA,395,350.0,349.9997397391301,-0.0002602608698794029
RegionA,396,350.0,349.9997397391301,-0.0002602608698794029
RegionA,397,350.0,349.9997397391301,-0.0002602608698794029
RegionA,398,350.0,349.9997397391301,-0.0002602608698794029
RegionA,399,350.0,349.9997397391301,-0.0002602608698794029
RegionA,400,350.0,349.9997397391301,-0.0002602608698794029
RegionA,401,301.087,301.08669626086925,-0.0003037391307429971
RegionA,402,252.1739,252.17365278260837,-0.0002472173916316933
RegionA,403,203.2609,203.2606093043475,-0.0002906956524952875
RegionA,404,154.3478,154.34756582608662,-0.00023417391338398375
RegionA,405,105.4348,105.43452234782575,-0.00027765217424757793
RegionA,406,156.2442,156.24395634782576,-0.00024365217424815455
RegionA,407,207.036,207.03581334782575,-0.00018665217424995717
RegionA,408,274.926,274.92581334782574,-0.00018665217424995717
RegionA,409,342.816,342.8158133478257,-0.00018665217424995717
RegionA,410,350.0,349.9997843478257,-0.00021565217429042605
RegionA,411,350.0,349.9997843478257,-0.00021565217429042605
RegionA,412,350.0,349.9997843478257,-0.00021565217429042605
RegionA,413,350.0,349.9997843478257,-0.00021565217429042605
RegionA,414,350.0,349.9997843478257,-0.00021565217429042605
RegionA,415,350.0,349.9997843478257,-0.00021565217429042605
RegionA,416,350.0,349.9997843478257,-0.00021565217429042605
RegionA,417,350.0,349.9997843478257,-0.00021565217429042605
RegionA,418,350.0,349.9997843478257,-0.00021565217429042605
RegionA,419,350.0,349.9997843478257,-0.00021565217429042605
RegionA,420,350.0,349.9997843478257,-0.00021565217429042605
RegionA,421,350.0,349.9997843478257,-0.00021565217429042605
RegionA,422,350.0,349.9997843478257,-0.00021565217429042605
RegionA,423,350.0,349.9997843478257,-0.00021565217429042605
RegionA,424,350.0,349.9997843478257,-0.00021565217429042605
RegionA,425,301.087,301.08674086956484,-0.00025913043515402023
RegionA,426,252.1739,252.17369739130396,-0.00020260869604271647
RegionA,427,203.2609,203.2606539130431,-0.00024608695690631066
RegionA,428,154.3478,154.3476104347822,-0.0001895652177950069
RegionA,429,105.4348,105.43456695652134,-0.0002330434786586011
RegionA,430,156.0356,156.03530895652133,-0.0002910434786542737
RegionA,431,207.1856,207.18530895652134,-0.0002910434786542737
RegionA,432,275.0756,275.0753089565213,-0.0002910434786826954
RegionA,433,342.9656,342.9653089565213,-0.0002910434786826954
RegionA,434,350.0,349.9997359565213,-0.00026404347869402045
RegionA,435,350.0,349.9997359565213,-0.00026404347869402045
RegionA,436,350.0,349.9997359565213,-0.00026404347869402045
RegionA,437,350.0,349.9997359565213,-0.00026404347869402045
RegionA,438,350.0,349.9997359565213,-0.00026404347869402045
RegionA,439,350.0,349.9997359565213,-0.00026404347869402045
RegionA,440,350.0,349.9997359565213,-0.00026404347869402045
RegionA,441,350.0,349.9997359565213,-0.00026404347869402045
RegionA,442,350.0,349.9997359565213,-0.00026404347869402045
RegionA,443,350.0,349.9997359565213,-0.00026404347869402045
RegionA,444,350.0,349.9997359565213,-0.00026404347869402045
RegionA,445,350.0,349.9997359565213,-0.00026404347869402045
RegionA,446,350.0,349.9997359565213,-0.00026404347869402045
RegionA,447,350.0,349.9997359565213,-0.00026404347869402045
RegionA,448,350.0,349.9997359565213,-0.00026404347869402045
RegionA,449,301.087,301.08669247826043,-0.00030752173955761464
RegionA,450,252.1739,252.17364899999956,-0.0002510000004463109
RegionA,451,203.2609,203.26060552173868,-0.00029447826130990506
RegionA,452,154.3478,154.3475620434778,-0.0002379565221986013
RegionA,453,105.4348,105.43451856521693,-0.0002814347830621955
RegionA,454,155.7989,155.79866856521693,-0.00023143478307474652
RegionA,455,206.9489,206.94866856521693,-0.00023143478307474652
RegionA,456,274.8389,274.83866856521695,-0.00023143478307474652
RegionA,457,342.7289,342.72866856521694,-0.00023143478307474652
RegionA,458,350.0,349.99978056521695,-0.0002194347830482002
RegionA,459,350.0,349.99978056521695,-0.0002194347830482002
