TaskID,Region,StartHour
361,RegionA,812
362,RegionA,994
363,RegionB,1235
364,RegionE,495
365,RegionF,168
366,RegionF,2182
367,RegionA,1517
368,RegionA,2072
369,RegionD,1397
370,RegionB,1720
371,RegionD,432
372,RegionE,1483
373,RegionF,1883
374,RegionC,626
375,RegionB,721
376,RegionD,2137
377,RegionE,1106
378,RegionE,2204
379,RegionF,1904
380,RegionA,1099
381,RegionB,1005
382,RegionB,1142
383,RegionC,998
384,RegionD,2334
385,RegionF,1552
386,RegionF,117
387,RegionA,1331
388,RegionA,1997
389,RegionB,1453
390,RegionD,1394
391,RegionD,1131
392,RegionF,41
393,RegionA,782
394,RegionA,988
395,RegionD,1664
396,RegionC,2274
397,RegionB,1950
398,RegionF,2010
399,RegionF,70
400,RegionA,1205
401,RegionA,1656
402,RegionD,996
403,RegionD,2382
404,RegionD,1938
405,RegionF,2174
406,RegionA,1742
407,RegionD,2254
408,RegionB,1441
409,RegionD,1858
410,RegionD,1255
411,RegionE,944
412,RegionE,788
413,RegionA,489
414,RegionD,2194
415,RegionD,758
416,RegionB,886
417,RegionE,1983
418,RegionE,2148
419,RegionA,1159
420,RegionA,795
421,RegionB,931
422,RegionC,734
423,RegionD,57
424,RegionF,2187
425,RegionD,1123
426,RegionA,223
427,RegionD,1196
428,RegionD,517
429,RegionE,2010
430,RegionC,50
431,RegionF,1164
432,RegionF,1960
433,RegionA,1395
434,RegionA,210
435,RegionC,1956
436,RegionB,267
437,RegionD,2014
438,RegionC,2363
439,RegionA,219
440,RegionA,611
441,RegionD,1244
442,RegionB,1016
443,RegionC,2285
444,RegionE,924
445,RegionF,1558
446,RegionA,1813
447,RegionB,1756
448,RegionC,2329
449,RegionE,246
450,RegionE,406
451,RegionC,864
452,RegionA,332
453,RegionA,982
454,RegionA,2260
455,RegionB,641
456,RegionB,1673
457,RegionE,1924
458,RegionF,133
459,RegionA,1180
460,RegionD,1158
461,RegionD,1859
462,RegionB,956
463,RegionD,810
464,RegionE,470
465,RegionA,920
466,RegionD,610
467,RegionB,582
468,RegionB,244
469,RegionB,1259
470,RegionF,2331
471,RegionF,1798
472,RegionA,1919
473,RegionD,1245
474,RegionD,1648
475,RegionC,2049
476,RegionE,2022
477,RegionE,329
478,RegionF,163
479,RegionA,1320
480,RegionD,1025
481,RegionB,374
482,RegionB,2356
483,RegionF,84
484,RegionF,1103
485,RegionB,164
486,RegionA,1927
487,RegionD,1811
488,RegionC,743
489,RegionE,1785
490,RegionF,2014
491,RegionF,1925
492,RegionA,1672
493,RegionB,1315
494,RegionD,428
495,RegionB,1350
496,RegionD,2029
497,RegionF,1640
498,RegionA,150
499,RegionA,360
500,RegionB,1033
501,RegionC,474
502,RegionD,2107
503,RegionC,2222
504,RegionF,1692
505,RegionA,768
506,RegionD,1481
507,RegionD,2041
508,RegionE,1810
509,RegionC,833
510,RegionE,2249
511,RegionA,1179
512,RegionA,1985
513,RegionA,118
514,RegionD,980
515,RegionE,648
516,RegionE,2256
517,RegionE,2262
518,RegionA,381
519,RegionA,464
520,RegionB,481
521,RegionE,630
522,RegionD,1195
523,RegionF,1119
524,RegionA,1976
525,RegionA,998
526,RegionB,2257
527,RegionB,1571
528,RegionB,2081
529,RegionF,559
530,RegionD,1131
531,RegionA,1392
532,RegionD,1094
533,RegionB,1158
534,RegionE,1222
535,RegionE,2375
536,RegionF,2005
537,RegionF,1829
538,RegionC,1983
539,RegionB,1361
540,RegionD,2225
541,RegionD,1865
542,RegionE,772
543,RegionF,978
544,RegionB,1568
545,RegionA,1682
546,RegionB,1303
547,RegionE,1937
548,RegionE,1561
549,RegionE,623
550,RegionF,151
551,RegionA,2057
552,RegionD,1359
553,RegionB,1803
554,RegionB,2154
555,RegionD,62
556,RegionF,590
557,RegionA,632
558,RegionA,1923
559,RegionB,1386
560,RegionD,1628
561,RegionE,328
562,RegionE,2185
563,RegionF,1297
564,RegionC,1998
565,RegionD,147
566,RegionD,280
567,RegionB,1177
568,RegionC,370
569,RegionE,403
570,RegionA,411
571,RegionA,681
572,RegionD,1226
573,RegionB,188
574,RegionD,229
575,RegionE,1468
576,RegionF,1764
577,RegionA,1000
578,RegionD,1687
579,RegionD,737
580,RegionB,717
581,RegionC,1566
582,RegionF,986
583,RegionA,2388
584,RegionA,951
585,RegionB,1040
586,RegionC,1045
587,RegionE,38
588,RegionE,1178
589,RegionF,2238
590,RegionA,302
591,RegionB,1415
592,RegionD,1225
593,RegionE,1737
594,RegionE,1024
595,RegionE,1237
596,RegionF,1575
597,RegionA,436
598,RegionA,1562
599,RegionD,1470
600,RegionE,1211
601,RegionE,1209
602,RegionC,1621
603,RegionA,33
604,RegionD,200
605,RegionD,2034
606,RegionC,942
607,RegionE,1443
608,RegionC,778
609,RegionF,1026
610,RegionC,560
611,RegionD,397
612,RegionD,161
613,RegionD,1805
614,RegionC,2373
615,RegionF,538
616,RegionA,1208
617,RegionA,1701
618,RegionA,822
619,RegionB,2209
620,RegionD,2174
621,RegionF,1116
622,RegionE,1052
623,RegionA,1208
624,RegionD,1387
625,RegionB,1918
626,RegionB,576
627,RegionC,1627
628,RegionF,1498
629,RegionA,1616
630,RegionA,1083
631,RegionD,506
632,RegionC,1509
633,RegionE,1073
634,RegionF,1560
635,RegionF,1521
636,RegionA,957
637,RegionB,102
638,RegionD,2299
639,RegionC,906
640,RegionE,258
641,RegionF,1901
642,RegionF,1237
643,RegionC,1672
644,RegionA,572
645,RegionB,152
646,RegionD,2017
647,RegionC,398
648,RegionD,2201
649,RegionA,1591
650,RegionB,1519
651,RegionD,2212
652,RegionC,632
653,RegionD,405
654,RegionE,1671
655,RegionF,134
656,RegionC,1517
657,RegionA,1816
658,RegionC,967
659,RegionD,406
660,RegionE,1504
661,RegionF,1469
662,RegionA,1630
663,RegionA,777
664,RegionB,1862
665,RegionB,868
666,RegionE,87
667,RegionC,1366
668,RegionE,515
669,RegionC,840
670,RegionA,2270
671,RegionB,884
672,RegionB,1345
673,RegionC,11
674,RegionE,592
675,RegionA,2212
676,RegionA,714
677,RegionA,105
678,RegionB,60
679,RegionD,974
680,RegionF,1326
681,RegionE,713
682,RegionA,214
683,RegionA,1724
684,RegionD,465
685,RegionE,260
686,RegionD,1836
687,RegionE,2102
688,RegionA,446
689,RegionA,2063
690,RegionA,177
691,RegionD,2135
692,RegionD,1876
693,RegionF,127
694,RegionD,1961
695,RegionA,1746
696,RegionD,442
697,RegionB,1816
698,RegionB,330
699,RegionD,607
700,RegionC,516
701,RegionF,2397
702,RegionC,1331
703,RegionB,2173
704,RegionC,1858
705,RegionE,1762
706,RegionC,468
707,RegionF,2258
708,RegionB,880
709,RegionB,1849
710,RegionB,1694
711,RegionC,1857
712,RegionD,1703
713,RegionF,389
714,RegionF,1748
715,RegionA,1044
716,RegionB,625
717,RegionD,1942
718,RegionB,373
719,RegionC,381
720,RegionF,395
721,RegionA,1526
722,RegionA,2278
723,RegionA,2300
724,RegionD,1350
725,RegionE,500
726,RegionE,1448
727,RegionF,1732
728,RegionC,210
729,RegionB,1279
730,RegionC,424
731,RegionE,2078
732,RegionC,633
733,RegionF,1975
734,RegionA,443
735,RegionA,2278
736,RegionB,470
737,RegionC,2351
738,RegionB,1757
739,RegionF,2280
740,RegionE,1095
741,RegionA,738
742,RegionB,1265
743,RegionB,1437
744,RegionB,743
745,RegionC,2319
746,RegionF,1641
747,RegionA,581
748,RegionD,125
749,RegionA,2172
750,RegionB,1540
751,RegionD,1858
752,RegionE,644
753,RegionF,1276
754,RegionB,1328
755,RegionD,347
756,RegionB,637
757,RegionB,203
758,RegionE,334
759,RegionE,1814
760,RegionF,1736
761,RegionA,1810
762,RegionB,1118
763,RegionB,2098
764,RegionB,1413
765,RegionD,454
766,RegionF,1993
767,RegionB,1263
768,RegionA,903
769,RegionB,224
770,RegionB,837
771,RegionD,865
772,RegionC,1046
773,RegionF,1343
774,RegionA,31
775,RegionB,1763
776,RegionB,529
777,RegionD,2181
778,RegionE,942
779,RegionF,2288
780,RegionA,1450
781,RegionA,1626
782,RegionD,173
783,RegionC,76
784,RegionD,318
785,RegionE,2358
786,RegionF,2348
787,RegionA,1710
788,RegionB,471
789,RegionC,85
790,RegionD,703
791,RegionE,1884
792,RegionF,1482
793,RegionA,1788
794,RegionA,996
795,RegionB,1640
796,RegionD,322
797,RegionD,1270
798,RegionF,1390
799,RegionE,1364
800,RegionA,312
801,RegionD,467
802,RegionD,2088
803,RegionB,1431
804,RegionD,604
805,RegionC,421
806,RegionF,1048
807,RegionA,710
808,RegionD,626
809,RegionD,308
810,RegionB,2023
811,RegionE,2309
812,RegionF,1838
813,RegionB,2312
814,RegionD,1323
815,RegionD,1294
816,RegionB,1801
817,RegionC,1920
818,RegionE,1240
819,RegionF,230
820,RegionA,2078
821,RegionA,1271
822,RegionC,1851
823,RegionB,233
824,RegionD,1175
825,RegionC,369
826,RegionA,2076
827,RegionA,1895
828,RegionD,2270
829,RegionE,168
830,RegionD,2341
831,RegionF,771
832,RegionF,1948
833,RegionC,617
834,RegionA,1845
835,RegionB,1406
836,RegionE,345
837,RegionE,706
838,RegionC,1014
839,RegionA,1793
840,RegionA,2146
841,RegionD,650
842,RegionC,1527
843,RegionD,1586
844,RegionE,1385
845,RegionF,214
846,RegionB,1370
847,RegionA,1350
848,RegionB,2285
849,RegionE,1583
850,RegionD,1032
851,RegionF,615
852,RegionA,333
853,RegionD,579
854,RegionB,1270
855,RegionD,1605
856,RegionB,347
857,RegionE,2289
858,RegionF,1345
859,RegionA,2156
860,RegionA,1734
861,RegionD,1482
862,RegionB,1485
863,RegionD,738
864,RegionC,1399
865,RegionF,786
866,RegionA,563
867,RegionA,316
868,RegionC,414
869,RegionE,2210
870,RegionF,2156
871,RegionD,1379
872,RegionB,536
873,RegionD,1543
874,RegionB,664
875,RegionB,678
876,RegionE,1792
877,RegionC,1682
878,RegionF,972
879,RegionA,1167
880,RegionD,1838
881,RegionB,2187
882,RegionB,1267
883,RegionD,794
884,RegionF,2336
885,RegionA,1891
886,RegionA,1564
887,RegionD,2160
888,RegionC,663
889,RegionC,566
890,RegionE,213
891,RegionF,1968
892,RegionA,2271
893,RegionA,2113
894,RegionB,1167
895,RegionB,656
896,RegionD,1840
897,RegionF,603
898,RegionA,375
899,RegionA,1847
900,RegionB,109
901,RegionC,218
902,RegionD,2056
903,RegionE,965
904,RegionF,334
905,RegionA,919
906,RegionA,1305
907,RegionB,1373
908,RegionB,563
909,RegionC,1175
910,RegionE,568
911,RegionA,1921
912,RegionA,21
913,RegionA,77
914,RegionC,883
915,RegionB,2247
916,RegionF,2161
917,RegionF,455
918,RegionA,973
919,RegionB,499
920,RegionB,976
921,RegionC,1872
922,RegionC,454
923,RegionE,2195
924,RegionF,2110
925,RegionC,990
926,RegionD,588
927,RegionC,1758
928,RegionB,1445
929,RegionC,2337
930,RegionF,767
931,RegionB,350
932,RegionD,1477
933,RegionB,2154
934,RegionE,2078
935,RegionE,2269
936,RegionC,1599
937,RegionF,178
938,RegionC,1584
939,RegionB,1038
940,RegionD,66
941,RegionD,276
942,RegionD,987
943,RegionF,424
944,RegionA,1361
945,RegionA,181
946,RegionB,2236
947,RegionC,717
948,RegionE,1903
949,RegionF,1960
950,RegionF,746
951,RegionA,258
952,RegionD,1874
953,RegionB,1201
954,RegionB,179
955,RegionC,171
956,RegionE,1270
957,RegionA,1631
958,RegionD,1939
959,RegionB,149
960,RegionD,782
961,RegionD,1462
962,RegionC,1359
963,RegionF,509
964,RegionA,1789
965,RegionB,1801
966,RegionB,1388
967,RegionB,2032
968,RegionE,2037
969,RegionE,2126
970,RegionF,338
971,RegionD,1738
972,RegionA,1763
973,RegionD,739
974,RegionE,1203
975,RegionE,420
976,RegionD,1343
977,RegionB,1210
978,RegionB,1826
979,RegionD,1745
980,RegionB,1818
981,RegionD,1831
982,RegionC,1444
983,RegionF,1781
984,RegionA,234
985,RegionA,1663
986,RegionC,2101
987,RegionE,655
988,RegionC,584
989,RegionF,1794
990,RegionA,517
991,RegionA,966
992,RegionD,1500
993,RegionC,1568
994,RegionE,132
995,RegionF,628
996,RegionF,1842
997,RegionA,1523
998,RegionB,314
999,RegionD,563
1000,RegionE,1503
1001,RegionD,1287
1002,RegionF,1141
1003,RegionA,464
1004,RegionA,762
1005,RegionB,2120
1006,RegionC,2300
1007,RegionB,1072
1008,RegionE,1827
1009,RegionE,1169
1010,RegionB,2011
1011,RegionA,502
1012,RegionB,303
1013,RegionD,707
1014,RegionE,1823
1015,RegionC,1309
1016,RegionA,1423
1017,RegionD,265
1018,RegionD,2220
1019,RegionC,1228
1020,RegionB,713
1021,RegionE,2083
1022,RegionD,497
1023,RegionA,568
1024,RegionA,2023
1025,RegionB,1478
1026,RegionE,2344
1027,RegionD,1914
1028,RegionF,531
1029,RegionF,353
1030,RegionA,1266
1031,RegionB,1960
1032,RegionD,1682
1033,RegionD,2354
1034,RegionC,513
1035,RegionF,303
1036,RegionA,1908
1037,RegionD,2119
1038,RegionB,525
1039,RegionE,745
1040,RegionC,1772
1041,RegionF,226
1042,RegionF,2122
1043,RegionA,1245
1044,RegionA,663
1045,RegionC,923
1046,RegionD,2125
1047,RegionD,323
1048,RegionF,804
1049,RegionA,2256
1050,RegionA,512
1051,RegionD,1240
1052,RegionE,2185
1053,RegionC,2058
1054,RegionF,690
1055,RegionF,2378
1056,RegionA,701
1057,RegionD,1382
1058,RegionD,168
1059,RegionB,332
1060,RegionC,2362
1061,RegionE,863
1062,RegionA,1706
1063,RegionD,124
1064,RegionB,2234
1065,RegionC,1237
1066,RegionD,1003
1067,RegionF,1663
1068,RegionF,1857
1069,RegionA,245
1070,RegionA,1800
1071,RegionB,1983
1072,RegionC,835
1073,RegionD,588
1074,RegionE,1307
1075,RegionA,1414
1076,RegionA,535
1077,RegionB,2109
1078,RegionD,434
1079,RegionD,990
1080,RegionE,501
1081,RegionF,1841
1082,RegionA,577
1083,RegionA,207
1084,RegionB,1573
1085,RegionE,1712
1086,RegionC,654
1087,RegionE,2366
1088,RegionF,1280
1089,RegionA,652
1090,RegionB,2108
1091,RegionC,2042
1092,RegionD,2037
1093,RegionC,368
1094,RegionF,2070
1095,RegionA,986
1096,RegionA,2389
1097,RegionB,199
1098,RegionB,1152
1099,RegionD,1927
1100,RegionE,2198
1101,RegionF,440
1102,RegionA,548
1103,RegionB,1498
1104,RegionC,1498
1105,RegionB,1640
1106,RegionC,2335
1107,RegionF,797
1108,RegionA,2266
1109,RegionA,301
1110,RegionB,2065
1111,RegionC,2252
1112,RegionD,486
1113,RegionC,396
1114,RegionF,1528
1115,RegionA,2284
1116,RegionB,590
1117,RegionB,2085
1118,RegionD,2048
1119,RegionC,185
1120,RegionC,561
1121,RegionA,1364
1122,RegionA,2127
1123,RegionB,610
1124,RegionD,2111
1125,RegionB,1343
1126,RegionF,1304
1127,RegionE,1609
1128,RegionB,1225
1129,RegionD,1377
1130,RegionD,2087
1131,RegionE,2006
1132,RegionE,2305
1133,RegionE,1945
1134,RegionA,1508
1135,RegionA,448
1136,RegionB,2390
1137,RegionC,109
1138,RegionE,1943
1139,RegionE,2369
1140,RegionF,932
1141,RegionB,210
1142,RegionD,1967
1143,RegionB,2147
1144,RegionE,1557
1145,RegionC,992
1146,RegionC,2345
1147,RegionF,450
1148,RegionA,77
1149,RegionB,1284
1150,RegionC,620
1151,RegionD,835
1152,RegionD,2055
1153,RegionF,1931
1154,RegionB,255
1155,RegionD,565
1156,RegionD,849
1157,RegionE,1331
1158,RegionE,1959
1159,RegionF,1543
1160,RegionF,709
1161,RegionA,2183
1162,RegionB,2237
1163,RegionC,1082
1164,RegionE,1983
1165,RegionC,1009
1166,RegionF,2285
1167,RegionA,921
1168,RegionA,1183
1169,RegionD,849
1170,RegionD,2002
1171,RegionD,1965
1172,RegionE,2295
1173,RegionF,1120
1174,RegionA,499
1175,RegionD,2224
1176,RegionC,1616
1177,RegionD,599
1178,RegionD,172
1179,RegionE,323
1180,RegionA,1811
1181,RegionD,1050
1182,RegionD,1962
1183,RegionB,827
1184,RegionE,1110
1185,RegionF,1112
1186,RegionD,447
1187,RegionB,980
1188,RegionA,207
1189,RegionD,2175
1190,RegionB,953
1191,RegionC,410
1192,RegionE,1352
1193,RegionF,1934
1194,RegionA,563
1195,RegionA,2254
1196,RegionB,1666
1197,RegionE,1948
1198,RegionE,816
1199,RegionF,1315
1200,RegionA,242
1201,RegionA,2351
1202,RegionB,2191
1203,RegionE,152
1204,RegionC,1711
1205,RegionC,148
1206,RegionF,2029
1207,RegionA,1185
1208,RegionA,37
1209,RegionC,2326
1210,RegionE,439
1211,RegionD,1165
1212,RegionF,2225
1213,RegionA,2023
1214,RegionA,2065
1215,RegionB,1117
1216,RegionB,461
1217,RegionD,665
1218,RegionF,1879
1219,RegionF,1053
1220,RegionC,762
1221,RegionA,1380
1222,RegionC,2325
1223,RegionE,791
1224,RegionC,1660
1225,RegionE,2110
1226,RegionA,355
1227,RegionA,390
1228,RegionA,575
1229,RegionC,1325
1230,RegionB,27
1231,RegionE,1571
1232,RegionE,1829
1233,RegionA,1350
1234,RegionB,2385
1235,RegionD,2346
1236,RegionB,1071
1237,RegionE,1472
1238,RegionF,967
1239,RegionA,484
1240,RegionA,1256
1241,RegionA,1660
1242,RegionD,2058
1243,RegionE,1273
1244,RegionF,480
1245,RegionF,1208
1246,RegionA,904
1247,RegionA,547
1248,RegionB,627
1249,RegionC,1530
1250,RegionD,2249
1251,RegionE,2201
1252,RegionF,894
1253,RegionA,335
1254,RegionD,1829
1255,RegionD,1481
1256,RegionB,2310
1257,RegionC,252
1258,RegionF,2070
1259,RegionA,2345
1260,RegionD,613
1261,RegionB,1343
1262,RegionE,1809
1263,RegionC,841
1264,RegionF,2388
1265,RegionF,372
1266,RegionC,1824
1267,RegionA,1857
1268,RegionB,2102
1269,RegionD,1871
1270,RegionE,236
1271,RegionF,1893
1272,RegionA,1262
1273,RegionD,89
1274,RegionB,1042
1275,RegionB,892
1276,RegionE,299
1277,RegionC,1735
1278,RegionF,261
1279,RegionC,246
1280,RegionA,1933
1281,RegionB,1175
1282,RegionD,737
1283,RegionC,1721
1284,RegionE,1566
1285,RegionA,1546
1286,RegionA,328
1287,RegionD,2208
1288,RegionB,1424
1289,RegionB,731
1290,RegionF,1609
1291,RegionF,521
1292,RegionB,912
1293,RegionA,93
1294,RegionB,1896
1295,RegionE,2230
1296,RegionD,2178
1297,RegionE,940
1298,RegionA,1886
1299,RegionA,635
1300,RegionB,772
1301,RegionD,462
1302,RegionB,1717
1303,RegionF,64
1304,RegionD,844
1305,RegionA,413
1306,RegionD,137
1307,RegionB,199
1308,RegionB,181
1309,RegionD,1797
1310,RegionC,2210
1311,RegionF,231
1312,RegionA,2063
1313,RegionB,959
1314,RegionD,2359
1315,RegionD,2365
1316,RegionE,1313
1317,RegionD,1236
1318,RegionA,2135
1319,RegionA,1693
1320,RegionB,1127
1321,RegionB,2280
1322,RegionE,717
1323,RegionF,1749
1324,RegionF,2030
1325,RegionA,1410
1326,RegionD,1561
1327,RegionD,1305
1328,RegionE,1705
1329,RegionD,611
1330,RegionF,1541
1331,RegionA,2203
1332,RegionA,987
1333,RegionA,1231
1334,RegionD,591
1335,RegionD,236
1336,RegionF,1690
1337,RegionF,2282
1338,RegionC,549
1339,RegionB,994
1340,RegionC,832
1341,RegionD,323
1342,RegionD,1519
1343,RegionC,2193
1344,RegionA,780
1345,RegionA,1099
1346,RegionB,161
1347,RegionB,770
1348,RegionE,2289
1349,RegionC,1963
1350,RegionE,1363
1351,RegionA,62
1352,RegionA,778
1353,RegionD,480
1354,RegionE,1961
1355,RegionC,837
1356,RegionE,980
1357,RegionF,1317
1358,RegionA,1559
1359,RegionB,2185
1360,RegionD,1471
1361,RegionD,1071
1362,RegionE,2100
1363,RegionF,1908
1364,RegionA,1923
1365,RegionB,832
1366,RegionB,1281
1367,RegionC,187
1368,RegionE,906
1369,RegionF,597
1370,RegionF,1068
1371,RegionC,2392
1372,RegionD,1710
1373,RegionC,624
1374,RegionB,1351
1375,RegionC,1555
1376,RegionF,1006
1377,RegionA,2255
1378,RegionD,1382
1379,RegionB,2001
1380,RegionE,2009
1381,RegionD,689
1382,RegionF,1442
1383,RegionE,573
1384,RegionC,2238
1385,RegionB,753
1386,RegionD,240
1387,RegionE,138
1388,RegionC,198
1389,RegionC,1689
1390,RegionA,947
1391,RegionA,618
1392,RegionA,895
1393,RegionD,1867
1394,RegionD,247
1395,RegionF,1979
1396,RegionF,1998
1397,RegionA,27
1398,RegionD,2259
1399,RegionC,48
1400,RegionB,2168
1401,RegionE,1125
1402,RegionF,1174
1403,RegionA,2057
1404,RegionD,1763
1405,RegionA,438
1406,RegionB,2147
1407,RegionB,987
1408,RegionC,2156
1409,RegionF,1451
1410,RegionA,1625
1411,RegionA,1528
1412,RegionB,1880
